DonorID,FirstName,LastName,Email,Phone,City,State,ZipCode,LastDonationDate,TotalGifts,TotalAmountDonated,EventParticipation,EngagementScore,Year,Month,Segment
D01428,Tina,Young,khodges@hotmail.com,(373)196-8243x6981,Mccannburgh,MA,72754,2024-10-31,12,1428.42,No,34,2024,10,Low Value
D01429,Jon,Clark,millerjessica@hotmail.com,001-200-678-9726x71569,Anthonyborough,CA,88485,2022-04-01,17,9247.18,Yes,41,2022,4,Medium Value
D01430,Allen,Zamora,allisonpeterson@sweeney-wilson.com,470-129-8394,Suttonside,NV,3782,2023-07-12,9,12655.11,No,10,2023,7,Medium Value
D01431,Kristina,Moon,fflowers@landry-rogers.com,+1-541-646-0715x00665,West Richard,SD,70470,2022-05-31,22,14017.51,No,52,2022,5,Medium Value
D01432,Michael,Welch,marthagriffin@williams.biz,(853)004-5578,South Dominicbury,NJ,31643,2024-02-18,15,18220.81,No,75,2024,2,High Value
D01433,Jessica,Suarez,jeffreymccormick@gmail.com,(859)222-2006x5977,New Jamesland,PA,48413,2023-06-23,12,8884.05,Yes,57,2023,6,Medium Value
D01434,Courtney,Wang,webstersteven@hotmail.com,144-201-8034x2068,Lake Allen,AZ,36934,2022-04-28,2,15324.85,No,78,2022,4,High Value
D01435,Kelsey,Sullivan,james60@garner.org,217.046.6870x817,Hendricksfort,UT,76195,2023-12-18,5,14642.68,Yes,3,2023,12,Medium Value
D01436,Jill,Johnson,wrightmia@farrell.com,+1-621-167-1230x465,West Michaelmouth,AZ,4711,2024-04-22,13,13699.45,Yes,57,2024,4,Medium Value
D01437,Marvin,Delacruz,michael36@berry.net,365.998.0166x58136,East Elizabeth,IN,71728,2025-01-15,27,16019.27,No,33,2025,1,High Value
D01438,Bradley,Morrow,foleyjennifer@gmail.com,(222)086-1021x30509,New Patricialand,AK,51521,2023-10-03,20,6501.04,Yes,7,2023,10,Low Value
D01439,Amy,Shepard,bruce24@gmail.com,(399)478-3488x1460,Lake Douglaschester,CT,81505,2023-11-01,23,2134.53,Yes,4,2023,11,Low Value
D01440,Lisa,Ruiz,richardbullock@hotmail.com,001-824-740-7943x44417,West Zachary,CT,80064,2024-06-12,8,2999.41,No,39,2024,6,Low Value
D01441,Gregory,Gutierrez,nicholasmorales@yahoo.com,(666)196-2132x392,West Mark,SC,88664,2024-03-28,27,5630.07,Yes,48,2024,3,Low Value
D01442,Kimberly,Randall,hannahhicks@morales.org,+1-501-976-1032x165,South Brett,NE,32238,2025-01-15,14,12514.94,Yes,74,2025,1,Medium Value
D01443,Steven,Love,simsamy@davis-chen.com,087.267.0511x93883,Mooreview,MA,91348,2023-01-30,15,21014.26,Yes,79,2023,1,High Value
D01444,Heather,Mcdowell,christophercook@yahoo.com,+1-090-458-1672x91930,Lake Sarah,AK,88826,2023-12-11,11,17538.31,No,16,2023,12,High Value
D01445,Crystal,Wilkins,brendacarroll@yahoo.com,201-859-0527x311,Lyonsstad,MD,25492,2023-06-18,1,19730.23,No,38,2023,6,High Value
D01446,Lisa,Holloway,garciakelly@yahoo.com,001-876-567-2241x28650,East Sylvia,MT,56351,2025-02-28,21,8787.37,No,4,2025,2,Medium Value
D01447,Bryan,Hale,marybartlett@tucker-bryant.com,001-384-101-9599x222,Lake Jessicaburgh,KY,72504,2022-05-17,3,10128.25,Yes,4,2022,5,Medium Value
D01448,Kimberly,Hunter,vortiz@gmail.com,924-440-6615x922,Odonnellland,NM,43180,2024-08-30,17,9854.17,Yes,100,2024,8,Medium Value
D01449,Stephen,Bell,adrianagray@yahoo.com,(097)648-6183,Ryanville,MS,42661,2023-08-19,28,4812.99,Yes,27,2023,8,Low Value
D01450,Kelly,Guzman,montoyafelicia@gmail.com,001-825-591-4321x1724,New Jerome,IL,50749,2024-08-30,19,1549.19,No,86,2024,8,Low Value
D01451,Bradley,Li,hansonheather@walters-harris.net,(605)182-0808x617,North Linda,ME,14476,2022-09-27,14,14781.08,No,86,2022,9,Medium Value
D01452,James,Rojas,cclayton@yahoo.com,087.135.3847x32420,Alexandramouth,VA,38437,2023-04-14,22,24730.63,Yes,17,2023,4,High Value
D01453,Bobby,Chavez,lopezann@taylor.com,001-570-365-9592x570,Pereztown,MS,22709,2024-06-02,23,4187.41,Yes,98,2024,6,Low Value
D01454,Sarah,Johnson,tommyclark@gmail.com,279.290.4699x8117,Lake Jamie,VT,6367,2024-11-06,8,1186.19,Yes,96,2024,11,Low Value
D01455,Zachary,Williams,cynthia47@rice.com,(137)026-1671,Williamchester,DC,42874,2023-03-04,13,19492.7,No,70,2023,3,High Value
D01456,Veronica,May,sarajohnston@hotmail.com,(727)022-4102x6210,Matthewburgh,AZ,31048,2024-05-14,27,6329.6,No,54,2024,5,Low Value
D01457,Amy,Mccoy,qsimpson@avila.com,-9770,Natalietown,NJ,31815,2023-02-24,20,20744.5,No,97,2023,2,High Value
D01458,Jon,Gibbs,williamgallagher@mays-hicks.com,+1-193-841-5311x8923,Victoriaborough,AK,37675,2024-07-19,3,17604.34,No,8,2024,7,High Value
D01459,Karen,Taylor,daniel35@hotmail.com,7313972988,Tracyfort,WI,7875,2023-01-24,5,23642.92,No,53,2023,1,High Value
D01460,James,Morales,meghanmartinez@yahoo.com,287.713.0423x8768,Davidtown,MT,72979,2022-10-24,9,10235.0,Yes,100,2022,10,Medium Value
D01461,Michael,Fuller,mayroger@moyer.biz,9007796427,Deanland,AZ,99261,2023-04-16,29,16556.01,Yes,5,2023,4,High Value
D01462,Kimberly,Edwards,harrisstacey@hotmail.com,097.852.5399x138,Gabrielmouth,DE,52582,2024-10-28,6,11632.07,No,69,2024,10,Medium Value
D01463,Michelle,Miller,eharris@pearson-howard.net,413-174-4851x95442,Lake Maryhaven,VA,66574,2024-03-20,25,15772.11,No,47,2024,3,High Value
D01464,Martin,Moore,jasoncampbell@cole-calderon.com,+1-334-402-5885x51088,Lake Kristin,DC,29071,2023-02-14,22,11250.98,No,74,2023,2,Medium Value
D01465,David,Black,jacobscindy@mcmahon.com,+1-217-108-7485x315,South Sarahborough,CO,76751,2024-02-28,2,4732.03,No,40,2024,2,Low Value
D01466,Micheal,Booker,lopezdavid@gmail.com,+1-964-608-7254x777,Angelachester,GA,32789,2023-12-16,13,12707.28,No,7,2023,12,Medium Value
D01467,Pamela,Rivas,kristin04@gmail.com,388-176-8353x24781,Mendozastad,VT,89217,2024-08-06,5,13224.03,No,12,2024,8,Medium Value
D01468,Julia,Hines,patriciacarr@pearson.com,001-101-621-9897x446,Sullivanton,MI,72806,2023-01-04,28,20268.88,No,94,2023,1,High Value
D01469,Patricia,Bradford,smithjasmine@yahoo.com,001-316-815-1649,New Annachester,IL,28454,2025-01-20,27,18393.31,No,25,2025,1,High Value
D01470,Paul,Jennings,cunninghamerik@yahoo.com,907-044-5196,Hawkinschester,NV,78453,2022-10-11,25,16601.51,Yes,28,2022,10,High Value
D01471,Terri,Sparks,browntimothy@collins.com,923-066-1901x7484,Charlestown,IN,94999,2025-01-29,8,2852.41,No,43,2025,1,Low Value
D01472,Tyler,Flores,ujohnson@hotmail.com,(524)671-9306,Sarabury,MT,73732,2024-04-27,23,18020.99,No,77,2024,4,High Value
D01473,Tyler,Mendoza,juliebird@hotmail.com,001-473-908-7535x898,Brianbury,HI,93296,2023-11-03,1,12517.62,No,47,2023,11,Medium Value
D01474,Sandra,Moss,isaacbrooks@yahoo.com,243.595.1333,Fuentesville,MA,27534,2024-01-05,20,22354.61,No,49,2024,1,High Value
D01475,April,Green,jacobsmith@hotmail.com,695-432-3246,Port Juanmouth,AR,43034,2023-08-28,12,22998.38,No,86,2023,8,High Value
D01476,Laurie,Mcdaniel,robertrodriguez@williams.biz,001-355-169-7883,Fowlerhaven,DE,1732,2025-02-13,23,1397.81,Yes,54,2025,2,Low Value
D01477,Jessica,Serrano,elewis@hernandez.info,+1-777-204-3971x88842,Matthewview,SC,88653,2025-03-12,11,20519.63,No,18,2025,3,High Value
D01478,Christian,Marsh,villaedward@johnson.com,169.656.4553x928,South Taylor,CA,46511,2023-11-12,7,961.68,Yes,27,2023,11,Low Value
D01479,Carrie,Gonzalez,egriffith@hotmail.com,034-769-6454x406,Lake Jacob,MT,88255,2024-04-06,15,9191.9,No,72,2024,4,Medium Value
D01480,Lynn,Perry,robertstephens@gmail.com,(899)425-3283x6930,Josephborough,UT,44780,2024-03-22,22,13566.65,No,6,2024,3,Medium Value
D01481,Amy,White,steven95@brown.com,+1-801-187-2139x8302,Linfort,MS,47377,2025-01-20,24,3719.56,Yes,75,2025,1,Low Value
D01482,Manuel,Walter,stephanie90@lindsey.org,565723861,Elizabethland,NJ,1590,2024-03-03,11,18662.92,Yes,93,2024,3,High Value
D01483,Christopher,Duffy,lopezkimberly@hotmail.com,(018)619-1364x06958,Mathisburgh,HI,82813,2024-10-15,29,228.7,No,69,2024,10,Low Value
D01484,Donna,Wilkerson,ethanrodriguez@hotmail.com,5184047735,Kevinville,MN,3027,2022-11-28,22,4231.6,Yes,71,2022,11,Low Value
D01485,Kirk,Walker,paulthomas@gmail.com,3188497416,New Kathleen,WI,27561,2022-04-29,26,14528.3,Yes,22,2022,4,Medium Value
D01486,Carrie,Vaughan,hthomas@gmail.com,228.556.3366,East Amanda,ID,89050,2022-10-28,16,17865.4,No,59,2022,10,High Value
D01487,Ronald,Leblanc,molly46@gmail.com,+1-023-521-7921x18289,West Brianaburgh,NC,25680,2024-06-24,3,22917.74,No,47,2024,6,High Value
D01488,Hannah,Holland,hudsonamy@gmail.com,305-102-7190,West Timothy,DC,25967,2023-09-06,20,17643.31,Yes,68,2023,9,High Value
D01489,Michael,Sims,gibsonkirk@yahoo.com,(814)796-0562x330,Hintontown,NJ,4526,2023-02-20,14,16801.05,No,32,2023,2,High Value
D01490,Bobby,Meadows,mandymalone@vincent-arias.com,001-479-768-8543,Davidchester,CO,84301,2022-11-06,3,9870.64,No,83,2022,11,Medium Value
D01491,Molly,Mccann,douglas60@peterson.org,645-829-5463x733,Danielland,MS,19900,2023-08-18,1,52.08,No,97,2023,8,Low Value
D01492,Michael,Gonzalez,thomasjessica@hotmail.com,003.047.1662,Williamstown,CT,64110,2024-07-31,26,3021.58,No,1,2024,7,Low Value
D01493,Whitney,Haynes,kevin77@bennett.com,425.301.2819,South Christinafurt,NJ,29234,2022-09-28,21,13373.17,Yes,54,2022,9,Medium Value
D01494,Joshua,Jackson,wmay@davis-leblanc.info,001-129-5207x8187,South William,MS,93754,2023-01-09,15,16884.74,Yes,46,2023,1,High Value
D01495,Tina,Morales,pearsoncarrie@yahoo.com,001-414-656-6370x7043,Andrewport,KS,79691,2024-12-13,1,10447.86,Yes,41,2024,12,Medium Value
D01496,Stacy,Patterson,josephcooper@howard.com,+1-737-514-3535x5462,Bryantown,IL,34974,2024-08-16,17,18272.36,No,41,2024,8,High Value
D01497,Charles,Green,rodriguezelizabeth@friedman-herrera.com,(284)766-0097,Lake Jenniferfort,AL,77855,2023-06-12,2,13056.12,No,8,2023,6,Medium Value
D01498,Dana,Davis,zfernandez@mitchell.biz,909-126-1935x8151,Port Eric,ME,56690,2023-07-03,29,1872.92,No,32,2023,7,Low Value
D01499,Michael,Richardson,yhawkins@hotmail.com,185-940-0489x6560,North Sarah,SD,71849,2024-11-22,20,4816.57,No,30,2024,11,Low Value
D01500,Laurie,Valentine,jasongray@gmail.com,-10581,Petersonhaven,OH,46013,2022-04-22,6,21003.16,No,46,2022,4,High Value
D01501,Erin,Wilson,larry40@curry.com,755.612.3400x152,Palmerview,KY,42887,2022-08-26,8,18128.32,No,92,2022,8,High Value
D01502,Stephanie,Higgins,henrychristine@anderson.biz,(904)015-0762,Petersonside,AK,93399,2022-06-08,29,22371.15,No,52,2022,6,High Value
D01503,Douglas,Graham,ufranklin@anderson.com,001-420-121-7220,Lake Kelseystad,CT,58823,2024-02-09,16,2956.58,Yes,96,2024,2,Low Value
D01504,Cathy,Mora,william47@gmail.com,001-434-220-8241,Sandersside,WV,10269,2022-04-20,19,24755.76,Yes,89,2022,4,High Value
D01505,Kimberly,Chavez,walkertammy@flores-reynolds.com,+1-985-778-7341x37230,Christinamouth,UT,17532,2023-05-09,1,5250.98,No,98,2023,5,Low Value
D01506,Austin,Nunez,cameronjackson@acosta.com,001-735-713-6187x749,Port Jessicafurt,MA,90813,2022-04-05,3,314.26,No,61,2022,4,Low Value
D01507,Carlos,Wilson,aaron33@gmail.com,895.352.5853x5599,East Luke,NC,52251,2023-07-24,28,24935.63,No,97,2023,7,High Value
D01508,Kimberly,Reeves,smithapril@mcguire.biz,154-143-6043x87243,Stevenmouth,AK,98308,2022-07-10,3,7041.23,No,13,2022,7,Medium Value
D01509,Michael,Lee,brittneysalazar@gmail.com,8848606414,Annehaven,SC,34705,2024-02-07,5,16707.13,Yes,89,2024,2,High Value
D01510,Patrick,Atkins,kingrichard@johnson.biz,250-969-3375x7901,West Terri,WV,29416,2024-03-21,27,4433.52,No,40,2024,3,Low Value
D01511,Ashley,Casey,dominicsimpson@harmon-perkins.net,508-806-3958x45450,Stevenshire,OH,6065,2022-05-23,12,14514.11,No,61,2022,5,Medium Value
D01512,Cassie,Roberts,priceamber@hotmail.com,+1-529-653-7047x6809,South Robertburgh,WY,94691,2024-10-13,12,22602.79,No,44,2024,10,High Value
D01513,Erika,Snyder,amy18@yahoo.com,-6100,Lisamouth,MA,15893,2024-11-19,20,8018.13,No,62,2024,11,Medium Value
D01514,Stacy,Anderson,paul00@gmail.com,402-755-4701x429,Port Denise,OH,92239,2022-03-31,13,16762.94,No,44,2022,3,High Value
D01515,Nathan,Gates,johnwilson@gmail.com,033-693-6834x02110,Jamiehaven,AR,49199,2022-07-17,20,4713.83,No,48,2022,7,Low Value
D01516,Kathryn,Greene,gmiller@khan.net,549-804-6065x349,Hughesbury,ID,4003,2025-03-15,9,15627.39,No,74,2025,3,High Value
D01517,Audrey,Carney,mark29@yahoo.com,096.663.4916,Claytonview,FL,32940,2024-06-02,7,8424.53,No,59,2024,6,Medium Value
D01518,Alyssa,Campbell,lopezjordan@smith.com,(055)773-9045x5436,South Ashley,AK,84541,2022-10-21,4,5295.98,No,57,2022,10,Low Value
D01519,Raymond,Byrd,cjenkins@yahoo.com,(331)931-2108,West Monica,ME,89273,2024-03-07,19,7843.29,Yes,95,2024,3,Medium Value
D01520,Debra,Barnes,justin46@yahoo.com,103-877-3800,Thorntonmouth,MN,29234,2024-07-05,22,4487.45,Yes,11,2024,7,Low Value
D01521,John,Ortiz,jenniferdavis@hotmail.com,789.819.6870x666,Sawyershire,OH,35821,2024-11-19,19,22549.86,Yes,25,2024,11,High Value
D01522,Daniel,Thomas,nicole02@carrillo.com,843.316.5098x33812,Port Theresamouth,MS,29817,2023-08-30,6,9941.73,Yes,61,2023,8,Medium Value
D01523,Jill,Roberts,williamcarlson@donaldson-hernandez.biz,249.014.0543x9346,West Troyport,WV,14640,2022-06-05,27,6147.08,No,46,2022,6,Low Value
D01524,Victor,Green,schmidtvincent@crawford.com,+1-898-473-8439x537,Lisabury,AK,40895,2024-06-29,13,11221.23,No,54,2024,6,Medium Value
D01525,Paul,Williamson,wperez@maddox.com,(580)153-5849,Scottburgh,KS,28906,2024-04-28,11,8026.99,Yes,34,2024,4,Medium Value
D01526,Anna,Solomon,ssmith@gmail.com,(200)323-0201x92686,Bellborough,MD,79921,2024-10-24,13,18615.59,Yes,84,2024,10,High Value
D01527,Jose,Wood,riddleann@arnold.com,1738555550,Port Kaylaville,HI,95922,2024-02-28,13,24281.07,Yes,7,2024,2,High Value
D01528,Jorge,Sutton,omays@hartman.com,(181)761-4266x244,Port Juliaton,WV,47471,2024-07-01,28,10962.08,No,97,2024,7,Medium Value
D01529,Sean,Ellis,elizabeth61@brown.com,677.041.1080,South Krystalchester,FL,57113,2022-12-13,25,21528.61,No,62,2022,12,High Value
D01530,Wendy,Smith,bakerricky@miller.com,2649135974,North Tammy,MO,16029,2022-10-25,22,14155.26,No,57,2022,10,Medium Value
D01531,Justin,Anderson,fmiller@koch.com,956.425.2753x17791,North Jameschester,HI,81143,2024-10-15,28,3947.75,No,99,2024,10,Low Value
D01532,Sabrina,Morris,belldavid@hotmail.com,5372565633,Ellisfort,NC,48337,2024-04-05,20,17271.76,Yes,93,2024,4,High Value
D01533,Travis,Steele,alexander66@yahoo.com,343.488.9190x0002,North Jenniferbury,VT,80061,2022-08-01,15,12845.59,Yes,76,2022,8,Medium Value
D01534,David,Mcdaniel,larry04@thompson.com,201-277-6066x259,Lake David,MD,67189,2022-12-02,21,16272.15,Yes,5,2022,12,High Value
D01535,Melissa,Reeves,bbryan@gmail.com,(787)441-1284x842,West Edwinmouth,MO,65634,2022-04-11,13,22244.39,No,76,2022,4,High Value
D01536,Shannon,Erickson,joel57@paul.com,727-421-9404,East Ashleyfurt,MI,27034,2023-03-19,22,11022.06,No,93,2023,3,Medium Value
D01537,Rachel,Fitzgerald,jordanbailey@yahoo.com,891.367.1616x8498,East Edwin,WV,34508,2022-06-05,11,22531.42,No,35,2022,6,High Value
D01538,Sean,Scott,ikidd@martin.com,+1-991-263-8279x4145,Thomasstad,WV,41878,2022-12-15,19,18771.71,No,84,2022,12,High Value
D01539,Christopher,Davis,lbarnett@chavez-smith.biz,+1-509-733-3098x7038,West Noah,TN,19907,2024-11-17,8,12225.35,No,37,2024,11,Medium Value
D01540,Evelyn,Brown,sdonovan@yahoo.com,(429)852-7049,Lake Becky,RI,56147,2025-01-23,20,15088.49,Yes,60,2025,1,High Value
D01541,Megan,Cook,joshuajones@suarez.net,344.463.4647x496,Cookmouth,VA,19151,2023-03-21,8,8153.02,Yes,65,2023,3,Medium Value
D01542,Luis,Young,kristy47@yahoo.com,913-110-1522x18159,Port Denise,NY,24386,2023-02-06,10,24590.26,No,16,2023,2,High Value
D01543,Michael,Odonnell,belindafowler@smith-gutierrez.com,(881)236-8866x088,Thomaston,MO,83902,2023-05-14,26,16690.43,No,30,2023,5,High Value
D01544,Calvin,Barajas,jholder@gmail.com,(323)511-3952,Valdezstad,CA,87688,2024-07-15,16,1115.29,Yes,73,2024,7,Low Value
D01545,Amber,Crosby,michelle34@parker.biz,(549)457-0317,South Annchester,NM,14424,2022-03-31,19,8179.02,No,42,2022,3,Medium Value
D01546,Patricia,Coffey,hernandezmatthew@reynolds.com,(810)132-4707x3081,Lake Rhondaberg,GA,5933,2024-02-01,26,15590.39,No,61,2024,2,High Value
D01547,Melissa,George,jonathan20@keller-hill.com,142-375-7454x5173,Elizabethton,OH,54089,2024-02-07,23,1427.21,No,74,2024,2,Low Value
D01548,Jennifer,Goodman,garciajennifer@schroeder-payne.com,001-301-654-8765x78159,New Kelly,AR,98524,2024-05-02,11,616.63,No,77,2024,5,Low Value
D01549,Sara,Williams,qwright@hall-perez.org,665-517-2864,Hernandezhaven,CO,26841,2023-10-05,13,11261.61,No,48,2023,10,Medium Value
D01550,Dana,King,jenniferrice@yahoo.com,(136)017-1472,Port Joseph,RI,12263,2024-05-15,28,8330.6,No,62,2024,5,Medium Value
D01551,Laura,Harvey,kaiserrichard@gmail.com,(294)531-9651,Port Valerieberg,WY,63662,2024-04-10,9,10968.7,No,84,2024,4,Medium Value
D01552,William,Turner,velasquezvictoria@gmail.com,(441)805-4008x5380,Jenniferville,NV,11604,2023-06-20,20,6582.08,No,93,2023,6,Low Value
D01553,David,Foster,lisawatson@douglas.com,+1-942-079-6199x09798,Catherineview,OK,36800,2022-06-28,24,4134.65,Yes,64,2022,6,Low Value
D01554,James,Wood,michellewilson@williams-carr.net,001-659-131-1870,Clarkview,NV,88077,2024-12-01,19,17234.8,No,57,2024,12,High Value
D01555,Dominic,Donaldson,colonjohn@gmail.com,+1-878-157-4916x71656,Edwardsmouth,OR,48901,2022-06-27,16,12873.99,Yes,68,2022,6,Medium Value
D01556,Kristy,Hansen,dbrown@martin.com,098.667.8851x6820,South Justin,OK,39844,2022-10-25,7,5019.85,Yes,46,2022,10,Low Value
D01557,Anthony,Carpenter,lpierce@munoz.com,852.857.9401,Nicholeberg,CT,67716,2023-02-07,19,8003.34,No,28,2023,2,Medium Value
D01558,Angela,Green,clarksamantha@li-allen.info,415-068-9851x18811,Jacobmouth,AZ,62997,2022-03-24,12,14803.36,No,77,2022,3,Medium Value
D01559,Miguel,Gordon,jgill@williams-curry.biz,(787)348-0851x4966,Smithhaven,KS,57447,2023-05-24,15,1824.29,No,3,2023,5,Low Value
D01560,Linda,Conrad,gabriela90@romero.info,571.695.4023x134,Tracytown,IA,20066,2024-03-08,23,3703.38,Yes,37,2024,3,Low Value
D01561,Andrea,Humphrey,samantha11@gmail.com,(683)969-9571,Banksville,LA,52586,2025-01-10,14,1849.68,Yes,48,2025,1,Low Value
D01562,Cheryl,Anderson,jeffrey82@hotmail.com,957.001.6845,Schaeferborough,MD,35777,2024-01-31,11,20311.69,No,19,2024,1,High Value
D01563,Christopher,Stewart,kennedygarrett@lowe.com,224-023-8789,South Sally,NV,83395,2024-07-19,26,18815.18,Yes,92,2024,7,High Value
D01564,Kyle,Moreno,kimberlygeorge@gmail.com,+1-303-814-7604x09626,Garcialand,IL,41041,2023-11-01,10,18837.76,Yes,83,2023,11,High Value
D01565,Yvonne,Thomas,arodriguez@simmons.net,(922)595-3762,Carlshire,GA,89774,2024-01-27,27,17913.81,No,17,2024,1,High Value
D01566,Jennifer,Wilson,jdaugherty@english.org,098-532-7272,Timothyside,TX,60727,2024-03-04,11,16741.25,Yes,82,2024,3,High Value
D01567,Alicia,Williams,timothy18@gmail.com,6675490597,Paigeburgh,DE,57013,2023-11-21,6,11935.26,No,82,2023,11,Medium Value
D01568,Kayla,Anderson,mary07@yahoo.com,037.537.4508,Victoriahaven,NV,68214,2025-01-22,2,16064.11,No,87,2025,1,High Value
D01569,Madeline,Savage,whitejustin@nunez.net,001-830-682-9481x70496,Marvinborough,LA,89802,2024-10-27,11,978.27,Yes,40,2024,10,Low Value
D01570,Charles,Davenport,steven80@gmail.com,294.279.1916x3798,North Charlesside,CO,58090,2023-02-21,19,15544.18,No,50,2023,2,High Value
D01571,Teresa,Adkins,elizabeth43@lewis.com,001-004-720-2888x23979,South Jaime,IL,38223,2022-12-28,6,19451.39,No,73,2022,12,High Value
D01572,Dawn,Howe,myersbenjamin@morrison-hines.net,087.701.5242x4431,Merritttown,DC,58548,2024-09-03,14,12518.95,No,29,2024,9,Medium Value
D01573,Shannon,Campbell,qgreen@yahoo.com,2993210367,West Williamport,ME,46777,2023-09-13,20,8950.68,No,51,2023,9,Medium Value
D01574,Erin,Mcdowell,rowen@kelly.com,+1-400-925-4270x9831,Sheilaland,OK,50469,2023-04-17,6,6950.12,Yes,42,2023,4,Low Value
D01575,Melvin,Austin,christopherbrown@gmail.com,001-818-034-3071x488,Johnsonland,TN,65208,2022-05-20,17,16077.2,No,29,2022,5,High Value
D01576,Natalie,Juarez,madeline61@gmail.com,+1-305-450-8275x9868,South Wendyview,DE,18658,2023-12-15,10,17326.17,No,66,2023,12,High Value
D01577,Kimberly,Baker,robinsonmichael@hotmail.com,(819)748-8467x482,New Gregory,AZ,97097,2024-07-16,28,21776.77,Yes,17,2024,7,High Value
D01578,Danielle,Edwards,julianlewis@hotmail.com,(328)642-5046,Lake Angela,VA,54188,2022-10-10,1,8571.51,Yes,31,2022,10,Medium Value
D01579,Hunter,Stafford,beckyroberts@gordon-robinson.com,717-426-5884x066,West Catherinestad,VA,78264,2024-05-25,3,19248.91,Yes,92,2024,5,High Value
D01580,Tammy,Stewart,rodgerscaroline@gmail.com,245-011-6012,Jonathanville,AR,57217,2023-02-01,8,14042.67,Yes,52,2023,2,Medium Value
D01581,Ryan,Vang,michele02@richardson.biz,+1-418-116-0762x1096,Cooperport,AZ,71287,2022-06-03,8,22073.26,No,39,2022,6,High Value
D01582,Renee,Gallagher,kathryn86@hotmail.com,+1-262-168-4720x206,Williamsshire,NJ,77390,2023-04-22,27,13204.75,Yes,60,2023,4,Medium Value
D01583,Brian,Hernandez,pmarquez@gmail.com,141.092.4432,Roseside,CT,6339,2022-07-23,20,12950.39,Yes,94,2022,7,Medium Value
D01584,David,Farrell,kyledavis@gmail.com,001-540-568-6429,North Antoniotown,CA,8427,2023-09-22,22,14455.37,No,99,2023,9,Medium Value
D01585,Eric,Sandoval,wilkinsnicole@yahoo.com,(172)472-7318x8970,Port Elizabethborough,CT,35502,2022-07-21,15,18737.9,Yes,51,2022,7,High Value
D01586,Fred,Yates,jgreen@yahoo.com,(044)620-3744x57199,South Bruce,OH,27878,2024-04-08,24,24117.97,No,84,2024,4,High Value
D01587,Marcus,Brown,floresjohn@yahoo.com,673-421-4211,Hardinmouth,ME,33044,2022-10-27,7,1857.61,No,16,2022,10,Low Value
D01588,Jenna,Hernandez,taylorkaylee@yahoo.com,078-136-6492x907,Lopezburgh,GA,88260,2023-05-06,11,1354.8,Yes,98,2023,5,Low Value
D01589,Michael,Hall,lindsay23@hotmail.com,3839427134,South Keithfort,MS,63991,2023-07-28,7,23440.01,No,14,2023,7,High Value
D01590,Shelley,Johnson,vhunter@yahoo.com,(470)649-2225,Lake Jeffrey,WI,33295,2024-06-27,29,13256.29,No,90,2024,6,Medium Value
D01591,Patty,Green,nicholasmcmillan@gmail.com,001-716-400-4895x241,Pachecoland,AZ,74931,2023-04-11,4,15380.28,No,84,2023,4,High Value
D01592,Meghan,Mccarthy,jeremyreyes@gmail.com,345-646-6397x180,Lake Vincentchester,ID,98671,2024-05-12,25,12070.94,Yes,42,2024,5,Medium Value
D01593,John,Graham,ryan54@yahoo.com,206-335-7599,South Janicemouth,IL,89313,2022-05-05,12,2359.56,No,51,2022,5,Low Value
D01594,Cynthia,Carney,wthomas@gmail.com,001-794-975-6756x466,Bennettville,ID,59381,2022-11-20,26,19206.87,No,24,2022,11,High Value
D01595,Andrea,Ho,johnsonjames@hotmail.com,667.491.3481x6940,Valeriefort,MD,27216,2024-04-13,6,18685.67,No,82,2024,4,High Value
D01596,David,Williams,wardlinda@hotmail.com,242.216.4532,Port Tammymouth,TN,62000,2024-07-28,14,7806.35,Yes,43,2024,7,Medium Value
D01597,Kevin,Kelly,timothysharp@gmail.com,+1-442-146-1004x98359,New Kristyton,ME,73085,2023-04-19,12,7669.86,No,73,2023,4,Medium Value
D01598,Amanda,Fletcher,ostewart@smith.com,581983651,South Amandahaven,HI,13483,2024-09-04,11,20949.28,No,19,2024,9,High Value
D01599,Wayne,Washington,janice26@gmail.com,001-469-059-1837x65397,South Matthew,TN,40963,2022-11-07,19,1827.48,No,84,2022,11,Low Value
D01600,Gary,Vasquez,martintownsend@jennings-powell.com,001-005-783-4108,Murphymouth,NJ,8036,2022-08-04,21,22030.01,No,61,2022,8,High Value
D01601,Shelly,Singleton,angelabass@gmail.com,7509503545,Millershire,DE,26562,2023-04-22,5,6431.41,No,94,2023,4,Low Value
D01602,Eric,Camacho,ipatterson@gmail.com,364-029-4220,East Garybury,CT,92653,2023-04-08,14,14832.76,No,63,2023,4,Medium Value
D01603,Donna,Martinez,jvega@yahoo.com,+1-859-503-1215x59599,Janetfort,WY,98364,2022-05-05,21,23401.13,No,26,2022,5,High Value
D01604,Jennifer,Davis,sherryclark@rasmussen.com,001-592-419-7166x5536,Abigailhaven,SD,74215,2023-11-23,24,16959.5,No,95,2023,11,High Value
D01605,Cassie,Oneill,jefferyrice@hotmail.com,1811703280,Dannyhaven,NC,88027,2023-11-10,16,10372.46,Yes,35,2023,11,Medium Value
D01606,Megan,White,russellemily@gmail.com,+1-325-383-6144x91792,Christopherfurt,GA,8444,2024-08-24,25,17244.56,No,67,2024,8,High Value
D01607,Anne,Jackson,ogarza@gmail.com,651-481-1146,South Pamela,VT,26373,2023-06-02,13,8612.61,No,56,2023,6,Medium Value
